asv	phylum	class	order	family	genus	species
ASV5377	p__unclassified_k__Fungi	c__unclassified_k__Fungi	o__unclassified_k__Fungi	f__unclassified_k__Fungi	g__unclassified_k__Fungi	s__unclassified_k__Fungi
ASV3497	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Teratosphaeriaceae	g__Capnobotryella	s__Capnobotryella_sp
ASV5645	p__unclassified_k__Fungi	c__unclassified_k__Fungi	o__unclassified_k__Fungi	f__unclassified_k__Fungi	g__unclassified_k__Fungi	s__unclassified_k__Fungi
ASV996	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Humicolopsis	s__Humicolopsis_cephalosporioides
ASV5397	p__Basidiomycota	c__Tremellomycetes	o__Trichosporonales	f__Tetragoniomycetaceae	g__Tetragoniomyces	s__Tetragoniomyces_uliginosus
ASV7373	p__unclassified_k__Fungi	c__unclassified_k__Fungi	o__unclassified_k__Fungi	f__unclassified_k__Fungi	g__unclassified_k__Fungi	s__unclassified_k__Fungi
ASV4534	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__unclassified_o__Helotiales	g__unclassified_o__Helotiales	s__unclassified_o__Helotiales
ASV7733	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Ophiocordycipitaceae	g__unclassified_f__Ophiocordycipitaceae	s__unclassified_f__Ophiocordycipitaceae
ASV4870	p__Ascomycota	c__Lecanoromycetes	o__Caliciales	f__Physciaceae	g__Physcia	s__Physcia_aipolia
ASV2617	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	g__Leptosphaeriaceae_gen_Incertae_sedis	s__Leptosphaeriaceae_sp
ASV4345	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Porotheleaceae	g__Porotheleum	s__Porotheleum_sp
ASV4094	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	s__Fungi_sp
ASV1154	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae	g__Paragibellulopsis	s__Paragibellulopsis_chrysanthemi
ASV6513	p__Ascomycota	c__unclassified_p__Ascomycota	o__unclassified_p__Ascomycota	f__unclassified_p__Ascomycota	g__unclassified_p__Ascomycota	s__unclassified_p__Ascomycota
ASV1399	p__Basidiomycota	c__Geminibasidiomycetes	o__Geminibasidiales	f__Geminibasidiales_fam_Incertae_sedis	g__Geminibasidiales_gen_Incertae_sedis	s__Geminibasidiales_sp
ASV1857	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Veronaea	s__unclassified_g__Veronaea
ASV3965	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	s__Fungi_sp
ASV2647	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__unclassified_o__Chaetothyriales	g__unclassified_o__Chaetothyriales	s__unclassified_o__Chaetothyriales
ASV2568	p__Basidiomycota	c__Agaricomycetes	o__Thelephorales	f__Thelephoraceae	g__Tomentella	s__Tomentella_terrestris
ASV5646	p__Basidiomycota	c__Agaricomycetes	o__Thelephorales	f__Thelephoraceae	g__Thelephoraceae_gen_Incertae_sedis	s__Thelephoraceae_sp
ASV8280	p__Ascomycota	c__unclassified_p__Ascomycota	o__unclassified_p__Ascomycota	f__unclassified_p__Ascomycota	g__unclassified_p__Ascomycota	s__unclassified_p__Ascomycota
ASV8090	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Niessliaceae	g__Niesslia	s__Niesslia_fuegiana
ASV8091	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__Vishniacozyma_sp
ASV7734	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__unclassified_f__Glomeraceae	s__unclassified_f__Glomeraceae
ASV7371	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Apodus	s__Apodus_deciduus
ASV5376	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	g__unclassified_f__Dermateaceae	s__unclassified_f__Dermateaceae
ASV431	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Linnemannia	s__unclassified_g__Linnemannia
ASV4250	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Bartaliniaceae	g__Truncatella	s__Truncatella_angustata
ASV838	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Acremonium	s__unclassified_g__Acremonium
ASV5893	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Extremaceae	g__Extremus	s__Extremus_sp
ASV7036	p__unclassified_k__Fungi	c__unclassified_k__Fungi	o__unclassified_k__Fungi	f__unclassified_k__Fungi	g__unclassified_k__Fungi	s__unclassified_k__Fungi
ASV7375	p__unclassified_k__Fungi	c__unclassified_k__Fungi	o__unclassified_k__Fungi	f__unclassified_k__Fungi	g__unclassified_k__Fungi	s__unclassified_k__Fungi
ASV3740	p__unclassified_k__Fungi	c__unclassified_k__Fungi	o__unclassified_k__Fungi	f__unclassified_k__Fungi	g__unclassified_k__Fungi	s__unclassified_k__Fungi
ASV2571	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryomycetes_ord_Incertae_sedis	f__Microbotryomycetes_fam_Incertae_sedis	g__Curvibasidium	s__unclassified_g__Curvibasidium
ASV7376	p__Olpidiomycota	c__Olpidiomycetes	o__Olpidiales	f__Olpidiaceae	g__Olpidiaceae_gen_Incertae_sedis	s__Olpidiaceae_sp
ASV7372	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Spizellomycetales_fam_Incertae_sedis	g__Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp
ASV793	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Sympoventuriaceae	g__Pseudosigmoidea	s__unclassified_g__Pseudosigmoidea
ASV2570	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Hydnangiaceae	g__Laccaria	s__Laccaria_acanthospora
ASV3495	p__Ascomycota	c__Lecanoromycetes	o__Ostropales	f__Ostropales_fam_Incertae_sedis	g__Ostropales_gen_Incertae_sedis	s__Ostropales_sp
ASV7915	p__Basidiomycota	c__Agaricomycetes	o__Tremellodendropsidales	f__Tremellodendropsidales_fam_Incertae_sedis	g__Tremellodendropsidales_gen_Incertae_sedis	s__Tremellodendropsidales_sp
ASV6808	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	g__Trechispora	s__Trechispora_invisitata
ASV6184	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Teratosphaeriaceae	g__unclassified_f__Teratosphaeriaceae	s__unclassified_f__Teratosphaeriaceae
ASV992	p__Basidiomycota	c__Agaricomycetes	o__Tremellodendropsidales	f__Tremellodendropsidales_fam_Incertae_sedis	g__Tremellodendropsidales_gen_Incertae_sedis	s__Tremellodendropsidales_sp
ASV6182	p__unclassified_k__Fungi	c__unclassified_k__Fungi	o__unclassified_k__Fungi	f__unclassified_k__Fungi	g__unclassified_k__Fungi	s__unclassified_k__Fungi
ASV4713	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	g__Plenodomus	s__Plenodomus_lijiangensis
ASV259	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	s__Schizothecium_inaequale
ASV7377	p__Ascomycota	c__Lecanoromycetes	o__Peltigerales	f__Pannariaceae	g__Pectenia	s__Pectenia_sp
ASV2141	p__Ascomycota	c__Sordariomycetes	o__Atractosporales	f__Conlariaceae	g__Conlarium	s__Conlarium_aquaticum
ASV6438	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Trichomeriaceae	g__Knufia	s__unclassified_g__Knufia
ASV3034	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Chaetothyriales_fam_Incertae_sedis	g__Xylohypha	s__Xylohypha_curta
ASV734	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Hypomyces	s__Hypomyces_perniciosus
ASV5379	p__unclassified_k__Fungi	c__unclassified_k__Fungi	o__unclassified_k__Fungi	f__unclassified_k__Fungi	g__unclassified_k__Fungi	s__unclassified_k__Fungi
ASV6436	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	s__unclassified_g__Trichoderma
ASV2142	p__Ascomycota	c__Sordariomycetes	o__Coniochaetales	f__unclassified_o__Coniochaetales	g__unclassified_o__Coniochaetales	s__unclassified_o__Coniochaetales
ASV6675	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Mycosphaerellaceae	g__Cercospora	s__Cercospora_sp
ASV5121	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	s__unclassified_g__Trichoderma
ASV735	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__unclassified_o__Orbiliales	g__unclassified_o__Orbiliales	s__unclassified_o__Orbiliales
ASV3573	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	s__Fungi_sp
ASV8279	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__unclassified_o__Sebacinales	g__unclassified_o__Sebacinales	s__unclassified_o__Sebacinales
ASV260	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	s__Exophiala_bonariae
ASV1092	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Glomeraceae_gen_Incertae_sedis	s__Glomeraceae_sp
ASV4535	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	s__Fungi_sp
ASV5381	p__Ascomycota	c__Eurotiomycetes	o__Phaeomoniellales	f__Phaeomoniellaceae	g__Phaeomoniella	s__Phaeomoniella_sp
ASV4285	p__Ascomycota	c__Lecanoromycetes	o__Ostropales	f__Ostropales_fam_Incertae_sedis	g__Ostropales_gen_Incertae_sedis	s__Ostropales_sp
ASV7037	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Glomus	s__Glomus_tetrastratosum
ASV7039	p__unclassified_k__Fungi	c__unclassified_k__Fungi	o__unclassified_k__Fungi	f__unclassified_k__Fungi	g__unclassified_k__Fungi	s__unclassified_k__Fungi
ASV3498	p__Ascomycota	c__Leotiomycetes	o__Thelocarpales	f__Thelocarpaceae	g__Thelocarpon	s__Thelocarpon_epibolum
ASV2573	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	s__Fungi_sp
ASV4715	p__Ascomycota	c__Sordariomycetes	o__Coniochaetales	f__Coniochaetaceae	g__Coniochaeta	s__Coniochaeta_discospora
ASV997	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__unclassified_f__Phaeosphaeriaceae	s__unclassified_f__Phaeosphaeriaceae
ASV3541	p__Ascomycota	c__Eurotiomycetes	o__Sclerococcales	f__Sclerococcaceae	g__Sclerococcum	s__Sclerococcum_deminutum
ASV1358	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	g__Ramariopsis	s__unclassified_g__Ramariopsis
ASV7917	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Humicolopsis	s__Humicolopsis_cephalosporioides
ASV4541	p__unclassified_k__Fungi	c__unclassified_k__Fungi	o__unclassified_k__Fungi	f__unclassified_k__Fungi	g__unclassified_k__Fungi	s__unclassified_k__Fungi
ASV6185	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Acaulosporaceae	g__Acaulosporaceae_gen_Incertae_sedis	s__Acaulosporaceae_sp
ASV2147	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	s__Fungi_sp
ASV1182	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Sesquicillium	s__Sesquicillium_microsporum
ASV5382	p__Ascomycota	c__unclassified_p__Ascomycota	o__unclassified_p__Ascomycota	f__unclassified_p__Ascomycota	g__unclassified_p__Ascomycota	s__unclassified_p__Ascomycota
ASV262	p__Ascomycota	c__Archaeorhizomycetes	o__Archaeorhizomycetales	f__Archaeorhizomycetaceae	g__Archaeorhizomyces	s__Archaeorhizomyces_sp
ASV6678	p__Basidiomycota	c__Agaricomycetes	o__Tremellodendropsidales	f__Tremellodendropsidales_fam_Incertae_sedis	g__Tremellodendropsidales_gen_Incertae_sedis	s__Tremellodendropsidales_sp
ASV6439	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	s__Fungi_sp
ASV6441	p__Ascomycota	c__Sordariomycetes	o__Coniochaetales	f__Coniochaetaceae	g__Coniochaeta	s__Coniochaeta_deborreae
ASV6445	p__unclassified_k__Fungi	c__unclassified_k__Fungi	o__unclassified_k__Fungi	f__unclassified_k__Fungi	g__unclassified_k__Fungi	s__unclassified_k__Fungi
ASV7381	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	g__Clavulinopsis	s__unclassified_g__Clavulinopsis
ASV2576	p__Basidiomycota	c__Agaricomycetes	o__Thelephorales	f__Thelephoraceae	g__Thelephoraceae_gen_Incertae_sedis	s__Thelephoraceae_sp
ASV8281	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Russulaceae	g__Lactarius	s__unclassified_g__Lactarius
ASV2146	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiales	f__Cystobasidiaceae	g__Occultifur	s__Occultifur_mephitis
ASV6442	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae	g__Beauveria	s__Beauveria_bassiana
ASV2148	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	s__Schizothecium_curvuloides
ASV3966	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliales_fam_Incertae_sedis	g__Orbiliales_gen_Incertae_sedis	s__Orbiliales_sp
ASV2144	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	s__Schizothecium_curvuloides
ASV7379	p__Basidiomycota	c__Agaricomycetes	o__Thelephorales	f__Thelephoraceae	g__Polyozellus	s__unclassified_g__Polyozellus
ASV4788	p__unclassified_k__Fungi	c__unclassified_k__Fungi	o__unclassified_k__Fungi	f__unclassified_k__Fungi	g__unclassified_k__Fungi	s__unclassified_k__Fungi
ASV7916	p__unclassified_k__Fungi	c__unclassified_k__Fungi	o__unclassified_k__Fungi	f__unclassified_k__Fungi	g__unclassified_k__Fungi	s__unclassified_k__Fungi
ASV1752	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Melanommataceae	g__Melanocucurbitaria	s__Melanocucurbitaria_uzbekistanica
ASV6810	p__Ascomycota	c__Leotiomycetes	o__unclassified_c__Leotiomycetes	f__unclassified_c__Leotiomycetes	g__unclassified_c__Leotiomycetes	s__unclassified_c__Leotiomycetes
ASV435	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__unclassified_o__Dothideales	g__unclassified_o__Dothideales	s__unclassified_o__Dothideales
ASV263	p__Basidiomycota	c__Agaricomycetes	o__Gomphales	f__Gomphaceae	g__Ceratellopsis	s__Ceratellopsis_acuminata
ASV6677	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	s__Fungi_sp
ASV4714	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__unclassified_f__Phaeosphaeriaceae	s__unclassified_f__Phaeosphaeriaceae
ASV4876	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Xylariaceae	g__unclassified_f__Xylariaceae	s__unclassified_f__Xylariaceae
ASV1749	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	s__Fungi_sp
ASV5690	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	s__Fungi_sp
ASV4877	p__Ascomycota	c__Pezizomycotina_cls_Incertae_sedis	o__Vezdaeales	f__Vezdaeales_fam_Incertae_sedis	g__Vezdaea	s__Vezdaea_leprosa
ASV1470	p__Ascomycota	c__unclassified_p__Ascomycota	o__unclassified_p__Ascomycota	f__unclassified_p__Ascomycota	g__unclassified_p__Ascomycota	s__unclassified_p__Ascomycota
ASV3742	p__unclassified_k__Fungi	c__unclassified_k__Fungi	o__unclassified_k__Fungi	f__unclassified_k__Fungi	g__unclassified_k__Fungi	s__unclassified_k__Fungi
ASV1416	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Amphosoma	s__Amphosoma_persooniae
ASV6444	p__Ascomycota	c__unclassified_p__Ascomycota	o__unclassified_p__Ascomycota	f__unclassified_p__Ascomycota	g__unclassified_p__Ascomycota	s__unclassified_p__Ascomycota
ASV7038	p__unclassified_k__Fungi	c__unclassified_k__Fungi	o__unclassified_k__Fungi	f__unclassified_k__Fungi	g__unclassified_k__Fungi	s__unclassified_k__Fungi
ASV5124	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Teratosphaeriaceae	g__unclassified_f__Teratosphaeriaceae	s__unclassified_f__Teratosphaeriaceae
ASV338	p__Ascomycota	c__Dothideomycetes	o__Myriangiales	f__Myriangiales_fam_Incertae_sedis	g__Myriangiales_gen_Incertae_sedis	s__Myriangiales_sp
ASV5648	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	s__Fungi_sp
ASV4540	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	s__Fungi_sp
ASV4545	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Trichocladium	s__unclassified_g__Trichocladium
ASV6443	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Leptosphaerulina	s__Leptosphaerulina_pulchra
ASV2574	p__Ascomycota	c__Dothideomycetes	o__Tubeufiales	f__Tubeufiaceae	g__Helicoma	s__Helicoma_fumosum
ASV1360	p__unclassified_k__Fungi	c__unclassified_k__Fungi	o__unclassified_k__Fungi	f__unclassified_k__Fungi	g__unclassified_k__Fungi	s__unclassified_k__Fungi
ASV5958	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Hyalorbilia	s__Hyalorbilia_sp
ASV2388	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Piskurozymaceae	g__Solicoccozyma	s__Solicoccozyma_terrea
ASV4543	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	s__Cortinarius_cyprinus
ASV2795	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Linnemannia	s__unclassified_g__Linnemannia
ASV8092	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Sebacinaceae	g__Efibulobasidium	s__Efibulobasidium_sp
ASV3503	p__Rozellomycota	c__Rozellomycota_cls_Incertae_sedis	o__Rozellomycota_ord_Incertae_sedis	f__Rozellomycota_fam_Incertae_sedis	g__Rozellomycota_gen_Incertae_sedis	s__Rozellomycota_sp
ASV1751	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Clavidisculum	s__unclassified_g__Clavidisculum
ASV1137	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Sordariaceae	g__Diplogelasinospora	s__Diplogelasinospora_grovesii
ASV4320	p__Ascomycota	c__Sordariomycetes	o__Coniochaetales	f__Coniochaetaceae	g__Coniochaeta	s__Coniochaeta_sp
ASV2860	p__unclassified_k__Fungi	c__unclassified_k__Fungi	o__unclassified_k__Fungi	f__unclassified_k__Fungi	g__unclassified_k__Fungi	s__unclassified_k__Fungi
ASV4542	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	s__unclassified_g__Schizothecium
ASV2316	p__Chytridiomycota	c__unclassified_p__Chytridiomycota	o__unclassified_p__Chytridiomycota	f__unclassified_p__Chytridiomycota	g__unclassified_p__Chytridiomycota	s__unclassified_p__Chytridiomycota
ASV261	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae	g__Entoloma	s__unclassified_g__Entoloma
ASV7040	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Leptodophora	s__Leptodophora_orchidicola
ASV738	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Rhinocladiella	s__Rhinocladiella_sp
ASV3296	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	s__Fungi_sp
ASV5894	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__unclassified_f__Nectriaceae	s__unclassified_f__Nectriaceae
ASV7041	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Trichomeriaceae	g__Knufia	s__Knufia_peltigerae
ASV4537	p__Chytridiomycota	c__Rhizophlyctidomycetes	o__Rhizophlyctidales	f__Rhizophlyctidales_fam_Incertae_sedis	g__Rhizophlyctidales_gen_Incertae_sedis	s__Rhizophlyctidales_sp
ASV8093	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Leptodophora	s__Leptodophora_orchidicola
ASV4536	p__unclassified_k__Fungi	c__unclassified_k__Fungi	o__unclassified_k__Fungi	f__unclassified_k__Fungi	g__unclassified_k__Fungi	s__unclassified_k__Fungi
ASV7042	p__unclassified_k__Fungi	c__unclassified_k__Fungi	o__unclassified_k__Fungi	f__unclassified_k__Fungi	g__unclassified_k__Fungi	s__unclassified_k__Fungi
ASV4539	p__unclassified_k__Fungi	c__unclassified_k__Fungi	o__unclassified_k__Fungi	f__unclassified_k__Fungi	g__unclassified_k__Fungi	s__unclassified_k__Fungi
ASV4878	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__Porpidiaceae	g__Mycobilimbia	s__Mycobilimbia_microcarpa
ASV2387	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Glomeraceae_gen_Incertae_sedis	s__Glomeraceae_sp
ASV3499	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__unclassified_f__Herpotrichiellaceae	s__unclassified_f__Herpotrichiellaceae
ASV5895	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Clavidisculum	s__Clavidisculum_caricis
ASV2145	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__Vishniacozyma_dimennae
ASV2577	p__Ascomycota	c__Dothideomycetes	o__Myriangiales	f__Endosporiaceae	g__Endosporium	s__Endosporium_populi-tremuloides
ASV7380	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	s__Fungi_sp
ASV3760	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Melanommataceae	g__Petrakia	s__Petrakia_sp
ASV7382	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Chaetasbolisia	s__Chaetasbolisia_longiseta
ASV4538	p__unclassified_k__Fungi	c__unclassified_k__Fungi	o__unclassified_k__Fungi	f__unclassified_k__Fungi	g__unclassified_k__Fungi	s__unclassified_k__Fungi
ASV6440	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	s__Fungi_sp
ASV5123	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	s__Fungi_sp
ASV347	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__unclassified_o__Sordariales	g__unclassified_o__Sordariales	s__unclassified_o__Sordariales
ASV5647	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Sebacinaceae	g__Sebacina	s__Sebacina_sp
ASV7143	p__unclassified_k__Fungi	c__unclassified_k__Fungi	o__unclassified_k__Fungi	f__unclassified_k__Fungi	g__unclassified_k__Fungi	s__unclassified_k__Fungi
ASV1357	p__unclassified_k__Fungi	c__unclassified_k__Fungi	o__unclassified_k__Fungi	f__unclassified_k__Fungi	g__unclassified_k__Fungi	s__unclassified_k__Fungi
ASV2575	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__unclassified_o__Mycosphaerellales	g__unclassified_o__Mycosphaerellales	s__unclassified_o__Mycosphaerellales
